"13",  "", "los difentes racing tream", "chawaii_subaru_wrx_sti_gr3", "enzo diaz cancho", "0", " DNF", "-", "-", "0", "0", 
"14",  "", "LDRT", "chawaii_subaru_wrx_sti_gr3", "Sergio Diaz", "0", " DNF", "-", "-", "0", "0", 
"15",  "", "AuTornay Racing Team", "chawaii_subaru_wrx_sti_gr3", "Kyogren2911", "0", " DNF", "-", "-", "0", "0", 
"16",  "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Manolo Laguarda", "0", " DNF", "-", "-", "0", "0", 
"17",  "", "AMC Racing Team", "chawaii_subaru_wrx_sti_gr3", "Antonio Martínez", "0", " DNF", "-", "-", "0", "0", 
"18",  "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Juan Carlos Ortega", "0", " DNF", "-", "-", "0", "0", 
"19",  "", "GTS92", "chawaii_subaru_wrx_sti_gr3", "Juan José Ruiz García (Mecajota)", "0", " DNF", "-", "-", "0", "0", 
"20",  "", "BMT Racing", "chawaii_subaru_wrx_sti_gr3", "Montoro", "0", " DNF", "-", "-", "0", "0", 
"21",  "", "RM Racing", "chawaii_subaru_wrx_sti_gr3", "Juan Izaguirre", "0", " DNF", "-", "-", "0", "0", 
"22",  "", "ForoAssetto", "chawaii_subaru_wrx_sti_gr3", "Antonio Gomez", "0", " DNF", "-", "-", "0", "0", 
"23",  "", "", "chawaii_subaru_wrx_sti_gr3", "LOA TV", "0", " DNF", "-", "-", "0", "0", 


Race laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"bertillo30"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.0840", "44.8720", "49.3690", "26.8430",  "F:M - R:M",     "0 ",  
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.9990", "43.3450", "49.2660", "26.3880",  "F:M - R:M",     "0 ",  
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.0930", "43.0700", "49.0910", "26.9320",  "F:M - R:M",     "0 ",  
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.0050", "43.5450", "48.9010", "26.5590",  "F:M - R:M",     "0 ",  
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.4680", "43.0520", "48.7360", "26.6800",  "F:M - R:M",     "0 ",  
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.1710", "43.0440", "48.7440", "26.3830",  "F:M - R:M",     "0 ",  
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.1480", "42.9540", "48.7300", "26.4640",  "F:M - R:M",     "0 ",  
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.1090", "43.0410", "48.7880", "26.2800",  "F:M - R:M",     "0 ",  
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.7400", "42.8510", "48.5290", "26.3600",  "F:M - R:M",     "0 ",  
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.9480", "42.9330", "48.7790", "26.2360",  "F:M - R:M",     "0 ",  
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.2770", "42.9520", "48.6860", "26.6390",  "F:M - R:M",     "0 ",  
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.8440", "42.8150", "48.6410", "26.3880",  "F:M - R:M",     "0 ",  
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.0810", "42.9900", "48.6450", "26.4460",  "F:M - R:M",     "0 ",  
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.1760", "42.8500", "49.0010", "26.3250",  "F:M - R:M",     "0 ",  
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.2910", "43.2270", "48.7440", "26.3200",  "F:M - R:M",     "0 ",  
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.9190", "42.9990", "48.6310", "26.2890",  "F:M - R:M",     "0 ",  
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.9600", "42.9360", "48.6080", "26.4160",  "F:M - R:M",     "0 ",  
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.1200", "43.0690", "48.6140", "26.4370",  "F:M - R:M",     "0 ",  
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.7920", "43.2240", "49.1170", "26.4510",  "F:M - R:M",     "0 ",  
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.8790", "43.0480", "48.4880", "26.3430",  "F:M - R:M",     "0 ",  
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.0520", "43.1410", "48.4970", "26.4140",  "F:M - R:M",     "0 ",  
Average,,,"01:58.3884", "43.1409", "48.7907", "26.4568"
Best possible,,, "01:57.5390", "42.8150", "48.4880", "26.2360"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Ezequiel Cherminando"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.8960", "47.7300", "49.9670", "27.1990",  "F:M - R:M",     "0 ",  
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.7990", "43.7210", "49.6990", "26.3790",  "F:M - R:M",     "0 ",  
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.9530", "43.5460", "49.1040", "26.3030",  "F:M - R:M",     "0 ",  
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.1420", "42.9120", "49.1350", "26.0950",  "F:M - R:M",     "0 ",  
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.0060", "42.9320", "48.8030", "26.2710",  "F:M - R:M",     "0 ",  
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.2250", "43.1830", "48.8380", "26.2040",  "F:M - R:M",     "0 ",  
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.6030", "42.9800", "49.3300", "26.2930",  "F:M - R:M",     "0 ",  
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.1480", "42.7910", "49.0820", "26.2750",  "F:M - R:M",     "0 ",  
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.1010", "42.5360", "48.8930", "26.6720",  "F:M - R:M",     "0 ",  
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.8050", "42.8120", "48.7580", "26.2350",  "F:M - R:M",     "0 ",  
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.9960", "42.5130", "49.2250", "26.2580",  "F:M - R:M",     "0 ",  
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.6700", "42.7400", "48.5820", "26.3480",  "F:M - R:M",     "0 ",  
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.6980", "42.5220", "48.8920", "26.2840",  "F:M - R:M",     "0 ",  
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.2540", "42.6220", "48.5690", "26.0630",  "F:M - R:M",     "0 ",  
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.8030", "42.4550", "48.5960", "27.7520",  "F:M - R:M",     "0 ",  
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.5350", "42.8120", "48.4740", "26.2490",  "F:M - R:M",     "0 ",  
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.1540", "42.7380", "48.5770", "25.8390",  "F:M - R:M",     "0 ",  
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.7700", "42.3960", "49.3830", "25.9910",  "F:M - R:M",     "0 ",  
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.9160", "42.5810", "48.9700", "26.3650",  "F:M - R:M",     "0 ",  
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.9140", "43.1340", "48.6620", "26.1180",  "F:M - R:M",     "0 ",  
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.9030", "43.2650", "48.4750", "26.1630",  "F:M - R:M",     "0 ",  
Average,,,"01:58.3948", "43.0915", "48.9530", "26.3503"
Best possible,,, "01:56.7090", "42.3960", "48.4740", "25.8390"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Jose Miguel Romay"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.4710", "45.7630", "49.0180", "26.6900",  "F:M - R:M",     "0 ",  
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.0890", "43.4800", "49.1400", "26.4690",  "F:M - R:M",     "0 ",  
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.0750", "43.4440", "49.1080", "26.5230",  "F:M - R:M",     "0 ",  
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.9780", "43.3600", "49.3700", "26.2480",  "F:M - R:M",     "0 ",  
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.4990", "43.2780", "48.9420", "26.2790",  "F:M - R:M",     "0 ",  
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.3120", "43.2160", "48.8920", "26.2040",  "F:M - R:M",     "0 ",  
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.2120", "42.9450", "48.8870", "26.3800",  "F:M - R:M",     "0 ",  
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.9400", "42.9020", "48.7810", "26.2570",  "F:M - R:M",     "0 ",  
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.1890", "43.0340", "49.0150", "26.1400",  "F:M - R:M",     "0 ",  
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.5500", "42.7550", "48.7980", "25.9970",  "F:M - R:M",     "0 ",  
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.4280", "42.8360", "49.0770", "26.5150",  "F:M - R:M",     "0 ",  
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.1070", "42.7450", "48.9730", "26.3890",  "F:M - R:M",     "0 ",  
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.7280", "42.7130", "48.7980", "26.2170",  "F:M - R:M",     "0 ",  
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.9610", "42.9060", "49.0320", "26.0230",  "F:M - R:M",     "0 ",  
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.5810", "43.3180", "49.0370", "26.2260",  "F:M - R:M",     "0 ",  
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.9760", "42.8490", "49.0360", "26.0910",  "F:M - R:M",     "0 ",  
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.7700", "42.7470", "48.7250", "26.2980",  "F:M - R:M",     "0 ",  
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.4950", "43.2570", "50.1020", "26.1360",  "F:M - R:M",     "0 ",  
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.7400", "42.7570", "48.8920", "26.0910",  "F:M - R:M",     "0 ",  
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.8310", "43.0990", "48.5870", "26.1450",  "F:M - R:M",     "0 ",  
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.8910", "43.1810", "48.8570", "25.8530",  "F:M - R:M",     "0 ",  
Average,,,"01:58.4201", "43.1707", "49.0032", "26.2462"
Best possible,,, "01:57.1530", "42.7130", "48.5870", "25.8530"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Kappy Astur"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.9480", "45.9340", "49.3610", "26.6530",  "F:M - R:M",     "0 ",  
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.4170", "43.2140", "49.5550", "26.6480",  "F:M - R:M",     "0 ",  
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.4960", "42.9960", "49.2560", "26.2440",  "F:M - R:M",     "0 ",  
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.6030", "43.4860", "49.3520", "26.7650",  "F:M - R:M",     "0 ",  
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.5590", "43.1890", "49.0500", "26.3200",  "F:M - R:M",     "0 ",  
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.2220", "43.0050", "48.8160", "26.4010",  "F:M - R:M",     "0 ",  
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.3330", "43.1870", "48.7580", "26.3880",  "F:M - R:M",     "0 ",  
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.3020", "42.8270", "49.1130", "26.3620",  "F:M - R:M",     "0 ",  
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.1740", "43.0640", "48.9240", "26.1860",  "F:M - R:M",     "0 ",  
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.3330", "42.8270", "48.9830", "26.5230",  "F:M - R:M",     "0 ",  
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.2820", "43.2690", "50.6520", "26.3610",  "F:M - R:M",     "0 ",  
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.2050", "43.1000", "48.7530", "26.3520",  "F:M - R:M",     "0 ",  
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.9830", "43.0490", "48.7360", "26.1980",  "F:M - R:M",     "0 ",  
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.3170", "43.0310", "48.7180", "26.5680",  "F:M - R:M",     "0 ",  
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.3450", "42.8940", "48.9510", "26.5000",  "F:M - R:M",     "0 ",  
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.3090", "43.5160", "49.1450", "26.6480",  "F:M - R:M",     "0 ",  
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.4560", "43.1980", "48.8880", "26.3700",  "F:M - R:M",     "0 ",  
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.3190", "42.9350", "49.0870", "26.2970",  "F:M - R:M",     "0 ",  
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.3890", "43.1710", "49.0100", "26.2080",  "F:M - R:M",     "0 ",  
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.8850", "42.9610", "49.3240", "26.6000",  "F:M - R:M",     "0 ",  
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.6340", "43.2370", "49.0680", "26.3290",  "F:M - R:M",     "0 ",  
Average,,,"01:58.7862", "43.2424", "49.1190", "26.4248"
Best possible,,, "01:57.7310", "42.8270", "48.7180", "26.1860"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Luciano DR."
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.4360", "47.2520", "51.3090", "26.8750",  "F:M - R:M",     "0 ",  
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.6310", "43.8740", "49.8970", "26.8600",  "F:M - R:M",     "0 ",  
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.2730", "43.3720", "49.9910", "26.9100",  "F:M - R:M",     "0 ",  
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.3030", "43.5640", "49.5360", "27.2030",  "F:M - R:M",     "0 ",  
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.8750", "43.2810", "49.9940", "26.6000",  "F:M - R:M",     "0 ",  
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.6290", "43.4660", "49.4510", "26.7120",  "F:M - R:M",     "0 ",  
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.0750", "43.6100", "49.1860", "27.2790",  "F:M - R:M",     "0 ",  
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.2480", "43.6360", "49.6760", "26.9360",  "F:M - R:M",     "0 ",  
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.3150", "43.1390", "49.5910", "26.5850",  "F:M - R:M",     "0 ",  
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.5680", "43.5620", "49.4830", "26.5230",  "F:M - R:M",     "0 ",  
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.2400", "43.5590", "49.8600", "26.8210",  "F:M - R:M",     "0 ",  
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.2680", "43.4380", "49.2030", "26.6270",  "F:M - R:M",     "0 ",  
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.5370", "43.3790", "49.5180", "26.6400",  "F:M - R:M",     "0 ",  
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.5630", "43.0450", "49.4690", "27.0490",  "F:M - R:M",     "0 ",  
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.8860", "43.3090", "49.6930", "26.8840",  "F:M - R:M",     "0 ",  
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.0640", "43.7980", "49.3200", "26.9460",  "F:M - R:M",     "0 ",  
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.1010", "43.4210", "49.7440", "26.9360",  "F:M - R:M",     "0 ",  
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.0000", "43.1530", "49.1540", "26.6930",  "F:M - R:M",     "0 ",  
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.4860", "43.1940", "49.5620", "26.7300",  "F:M - R:M",     "0 ",  
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.5500", "43.3380", "49.5670", "26.6450",  "F:M - R:M",     "0 ",  
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.0280", "43.1230", "49.8560", "27.0490",  "F:M - R:M",     "0 ",  
Average,,,"02:00.0989", "43.5959", "49.6695", "26.8335"
Best possible,,, "01:58.7220", "43.0450", "49.1540", "26.5230"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Jucarcaz"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.2780", "48.7030", "50.7420", "26.8330",  "F:M - R:M",     "0 ",  
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.3520", "43.9580", "50.0990", "29.2950",  "F:M - R:M",     "0 ",  
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.5410", "44.3890", "51.3130", "26.8390",  "F:M - R:M",     "0 ",  
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.8710", "43.5280", "49.1000", "26.2430",  "F:M - R:M",     "0 ",  
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.8210", "43.2700", "49.2260", "26.3250",  "F:M - R:M",     "0 ",  
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.7280", "43.3800", "48.8790", "26.4690",  "F:M - R:M",     "0 ",  
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.4610", "43.4700", "49.6520", "26.3390",  "F:M - R:M",     "0 ",  
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.9440", "43.3310", "50.2700", "26.3430",  "F:M - R:M",     "0 ",  
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.8900", "43.7140", "49.5220", "26.6540",  "F:M - R:M",     "0 ",  
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.4710", "43.6370", "49.5540", "26.2800",  "F:M - R:M",     "0 ",  
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.1300", "43.5360", "49.6340", "26.9600",  "F:M - R:M",     "0 ",  
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.4440", "43.6960", "49.1900", "26.5580",  "F:M - R:M",     "0 ",  
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.3560", "43.5360", "49.4590", "26.3610",  "F:M - R:M",     "0 ",  
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.5520", "43.4310", "49.5940", "26.5270",  "F:M - R:M",     "0 ",  
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.0400", "44.1570", "49.2200", "26.6630",  "F:M - R:M",     "0 ",  
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.0070", "44.0250", "49.0000", "26.9820",  "F:M - R:M",     "0 ",  
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.7380", "43.5520", "49.1360", "26.0500",  "F:M - R:M",     "0 ",  
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.8150", "43.1110", "49.3790", "26.3250",  "F:M - R:M",     "0 ",  
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.5370", "43.3840", "49.3510", "26.8020",  "F:M - R:M",     "0 ",  
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.2870", "43.4010", "50.5080", "26.3780",  "F:M - R:M",     "0 ",  
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.1750", "43.4010", "48.8150", "27.9590",  "F:M - R:M",     "0 ",  
Average,,,"02:00.1637", "43.8386", "49.6020", "26.7231"
Best possible,,, "01:57.9760", "43.1110", "48.8150", "26.0500"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Akira"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.0940", "48.3610", "50.4760", "27.2570",  "F:M - R:M",     "0 ",  
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.3980", "44.5600", "49.8010", "27.0370",  "F:M - R:M",     "0 ",  
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.4370", "43.8430", "50.1430", "26.4510",  "F:M - R:M",     "0 ",  
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.0680", "43.3830", "49.2930", "26.3920",  "F:M - R:M",     "0 ",  
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.9350", "43.1870", "50.0360", "26.7120",  "F:M - R:M",     "0 ",  
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.6340", "43.3490", "49.8690", "26.4160",  "F:M - R:M",     "0 ",  
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.8980", "43.5960", "49.3420", "26.9600",  "F:M - R:M",     "0 ",  
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.3910", "43.7660", "50.6070", "27.0180",  "F:M - R:M",     "0 ",  
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.9140", "43.6700", "49.2120", "27.0320",  "F:M - R:M",     "0 ",  
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.0850", "43.4130", "49.3910", "26.2810",  "F:M - R:M",     "0 ",  
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.5140", "43.5690", "49.8320", "27.1130",  "F:M - R:M",     "0 ",  
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.1210", "43.3900", "49.2250", "26.5060",  "F:M - R:M",     "0 ",  
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.4020", "43.5870", "49.3380", "26.4770",  "F:M - R:M",     "0 ",  
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.8290", "43.5270", "49.3600", "26.9420",  "F:M - R:M",     "0 ",  
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.9700", "43.8110", "49.2350", "26.9240",  "F:M - R:M",     "0 ",  
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.4290", "44.3610", "49.4730", "26.5950",  "F:M - R:M",     "0 ",  
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.7730", "44.6940", "49.5350", "28.5440",  "F:M - R:M",     "0 ",  
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.9280", "45.0590", "50.1490", "26.7200",  "F:M - R:M",     "0 ",  
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.4430", "45.3760", "50.6380", "26.4290",  "F:M - R:M",     "0 ",  
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.5170", "43.6200", "49.4910", "26.4060",  "F:M - R:M",     "0 ",  
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.3400", "43.1140", "49.6890", "26.5370",  "F:M - R:M",     "0 ",  
Average,,,"02:00.5772", "44.0589", "49.7207", "26.7976"
Best possible,,, "01:58.6070", "43.1140", "49.2120", "26.2810"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Rafa Alvarez"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.6700", "47.0280", "50.3630", "27.2790",  "F:M - R:M",     "0 ",  
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.8560", "43.7610", "49.4590", "26.6360",  "F:M - R:M",     "0 ",  
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.5370", "44.6930", "49.3200", "26.5240",  "F:M - R:M",     "0 ",  
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.6270", "43.7220", "49.3370", "26.5680",  "F:M - R:M",     "0 ",  
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.2610", "43.4550", "49.2570", "26.5490",  "F:M - R:M",     "0 ",  
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.7690", "43.3730", "50.7470", "26.6490",  "F:M - R:M",     "0 ",  
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.3500", "43.3670", "49.3290", "26.6540",  "F:M - R:M",     "0 ",  
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.1460", "45.5810", "53.2980", "26.2670",  "F:M - R:M",     "0 ",  
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.8450", "43.5120", "49.9670", "26.3660",  "F:M - R:M",     "0 ",  
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.0750", "43.3050", "49.3780", "26.3920",  "F:M - R:M",     "0 ",  
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.8820", "43.1390", "49.8470", "26.8960",  "F:M - R:M",     "0 ",  
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.7070", "43.4410", "49.6480", "26.6180",  "F:M - R:M",     "0 ",  
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.4900", "43.6100", "49.3030", "26.5770",  "F:M - R:M",     "0 ",  
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.2230", "43.1550", "49.4050", "26.6630",  "F:M - R:M",     "0 ",  
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.8800", "43.9240", "49.2070", "26.7490",  "F:M - R:M",     "0 ",  
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.1900", "43.9690", "49.6850", "26.5360",  "F:M - R:M",     "0 ",  
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.9840", "44.0200", "49.3790", "27.5850",  "F:M - R:M",     "0 ",  
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.6200", "45.8990", "49.7430", "26.9780",  "F:M - R:M",     "1  (0s e.t. <>  0s gain) ",  
