"23",  "", "RM Racing", "chawaii_subaru_wrx_sti_gr3", "Juan Izaguirre", "0", " DNF", "-", "-", "0", "0", 
"24",  "", "LDRT", "chawaii_subaru_wrx_sti_gr3", "Sergio Diaz", "0", " DNF", "-", "-", "0", "0", 
"25",  "", "", "chawaii_subaru_wrx_sti_gr3", "Agustín Eschoyez Campo", "0", " DNF", "-", "-", "0", "0", 
"26",  "", "", "chawaii_subaru_wrx_sti_gr3", "LOA TV", "0", " DNF", "-", "-", "0", "0", 


Race laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"bertillo30"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:42.9770", "31.2470", "35.2990", "36.4310",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.5400", "27.7360", "33.7450", "36.0590",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.7320", "28.0230", "33.7950", "35.9140",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.1650", "27.6130", "33.4350", "36.1170",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.0030", "27.4600", "33.5930", "35.9500",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.7640", "27.4690", "33.3310", "35.9640",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.0180", "27.7320", "33.3400", "35.9460",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.1690", "27.5050", "33.4800", "36.1840",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.7930", "27.3890", "33.4530", "35.9510",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.8410", "27.4820", "33.4890", "35.8700",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.0980", "27.7840", "33.3850", "35.9290",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.7950", "27.4940", "33.4980", "35.8030",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.1550", "27.7280", "33.4490", "35.9780",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.2130", "27.7870", "33.5290", "35.8970",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.5890", "27.4640", "33.2730", "35.8520",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.6110", "27.5180", "33.2920", "35.8010",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.7210", "27.3360", "33.1820", "36.2030",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.0030", "27.7970", "33.4080", "35.7980",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.6160", "27.3430", "33.3050", "35.9680",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.1330", "27.4380", "33.6240", "36.0710",  "F:M - R:M",     
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.3570", "27.4570", "33.1150", "35.7850",  "F:M - R:M",     
"22 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.9200", "27.6020", "33.3410", "35.9770",  "F:M - R:M",     
"23 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.7840", "27.3810", "33.4480", "35.9550",  "F:M - R:M",     
"24 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.1060", "27.6040", "33.5520", "35.9500",  "F:M - R:M",     
"25 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4730", "27.5510", "33.8860", "36.0360",  "F:M - R:M",     
Average,,,"01:37.2231", "27.7176", "33.5299", "35.9756"
Best possible,,, "01:36.2360", "27.3360", "33.1150", "35.7850"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Jose Miguel Romay"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:48.4190", "30.5610", "41.4170", "36.4410",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.7290", "27.4790", "33.8860", "36.3640",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.5660", "27.8870", "33.8680", "35.8110",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.8920", "27.6650", "33.6780", "36.5490",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.0230", "27.8440", "33.4480", "35.7310",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.6270", "27.4860", "34.1370", "36.0040",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.0260", "27.6220", "33.4750", "35.9290",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.1050", "27.5400", "33.5970", "35.9680",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.8260", "28.0900", "33.4480", "36.2880",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.3340", "27.3900", "33.3090", "35.6350",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.7100", "27.5590", "33.4940", "35.6570",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.3070", "27.4260", "33.2730", "35.6080",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.3680", "27.4690", "33.1650", "35.7340",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.5540", "27.4120", "33.3270", "35.8150",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.0240", "27.3630", "33.1650", "35.4960",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.5200", "27.4040", "33.3190", "35.7970",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.0980", "27.3560", "33.0620", "35.6800",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.2490", "27.3940", "33.3540", "35.5010",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.7900", "27.5300", "33.5340", "35.7260",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.3680", "27.3470", "33.2910", "35.7300",  "F:M - R:M",     
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.4190", "27.3360", "33.2010", "35.8820",  "F:M - R:M",     
"22 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.2040", "27.1870", "33.2060", "35.8110",  "F:M - R:M",     
"23 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.0380", "27.5350", "33.6730", "35.8300",  "F:M - R:M",     
"24 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.1240", "27.2470", "33.1880", "35.6890",  "F:M - R:M",     
"25 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.9940", "27.6080", "33.5070", "35.8790",  "F:M - R:M",     
Average,,,"01:37.2526", "27.6295", "33.7609", "35.8622"
Best possible,,, "01:35.7450", "27.1870", "33.0620", "35.4960"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Kappy Astur"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:40.4880", "30.2200", "34.2090", "36.0590",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.0820", "27.7100", "33.2380", "36.1340",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.3150", "27.4480", "33.6460", "36.2210",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4760", "27.6800", "33.7060", "36.0900",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.6180", "27.7420", "33.6110", "36.2650",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.6250", "27.3880", "33.3040", "35.9330",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.9040", "27.5680", "33.3410", "35.9950",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4930", "27.7480", "33.4490", "36.2960",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.7880", "27.4160", "33.4220", "35.9500",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4640", "27.6500", "33.4760", "36.3380",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.2540", "27.6840", "33.4710", "36.0990",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.0420", "27.4850", "33.3190", "36.2380",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.7690", "27.3740", "33.3360", "36.0590",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.9580", "27.5950", "33.3590", "36.0040",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.9710", "27.7530", "33.2680", "35.9500",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.0270", "27.5290", "33.4660", "36.0320",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.8720", "27.4330", "33.4040", "36.0350",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.7980", "27.5560", "33.1830", "36.0590",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.9020", "27.6250", "33.2330", "36.0440",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.8780", "27.6190", "33.3090", "35.9500",  "F:M - R:M",     
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.7930", "27.3400", "33.2050", "36.2480",  "F:M - R:M",     
"22 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.1110", "27.6620", "33.5070", "35.9420",  "F:M - R:M",     
"23 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.2960", "27.5180", "33.3680", "36.4100",  "F:M - R:M",     
"24 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.7930", "28.0750", "33.4670", "36.2510",  "F:M - R:M",     
"25 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.5890", "27.5150", "33.4400", "36.6340",  "F:M - R:M",     
Average,,,"01:37.2522", "27.6933", "33.4295", "36.1294"
Best possible,,, "01:36.4560", "27.3400", "33.1830", "35.9330"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Luciano DR."
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:45.1580", "32.3750", "35.1140", "37.6690",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.2140", "28.8120", "33.9920", "36.4100",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.8670", "27.5820", "34.0200", "36.2650",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.0110", "27.7260", "33.4250", "36.8600",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.6780", "27.5910", "33.9930", "36.0940",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.1590", "27.7260", "34.0780", "36.3550",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.9070", "28.0650", "35.7610", "36.0810",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.0250", "27.8870", "33.9210", "36.2170",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.6950", "27.6740", "33.6560", "36.3650",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.3840", "27.6660", "33.5200", "36.1980",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.5290", "27.7390", "33.7450", "36.0450",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.8860", "27.7720", "33.8170", "36.2970",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.2880", "27.8760", "33.4080", "36.0040",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.6690", "27.9060", "33.6420", "36.1210",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4890", "27.4960", "33.8400", "36.1530",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.4340", "27.8700", "33.8980", "36.6660",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.9540", "27.6800", "33.4220", "35.8520",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.5600", "27.5710", "34.0790", "35.9100",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.6760", "27.8270", "33.7330", "36.1160",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.0990", "27.7450", "33.3310", "36.0230",  "F:M - R:M",     
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.5830", "27.7520", "33.6790", "36.1520",  "F:M - R:M",     
"22 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4500", "27.6910", "33.6010", "36.1580",  "F:M - R:M",     
"23 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.3680", "27.5950", "33.4840", "36.2890",  "F:M - R:M",     
"24 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.3430", "27.9000", "33.5470", "35.8960",  "F:M - R:M",     
"25 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4860", "27.3800", "33.6780", "36.4280",  "F:M - R:M",     
Average,,,"01:38.0766", "27.9562", "33.8554", "36.2650"
Best possible,,, "01:36.5630", "27.3800", "33.3310", "35.8520"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Ezequiel Cherminando"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.8950", "47.9320", "35.4550", "37.5080",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:41.8850", "29.3720", "35.4700", "37.0430",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:41.4950", "28.3790", "35.6490", "37.4670",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.4530", "28.1900", "34.3760", "36.8870",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.5120", "27.9130", "34.8790", "36.7200",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.6510", "27.7590", "34.3710", "36.5210",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.8400", "27.9390", "34.4650", "36.4360",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.8000", "28.0150", "34.3130", "36.4720",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.0870", "27.7620", "33.9030", "36.4220",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.5310", "27.7000", "33.6550", "36.1760",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.0340", "27.6810", "33.7270", "36.6260",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4780", "27.5120", "33.7820", "36.1840",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.8790", "27.4250", "33.4220", "36.0320",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.5410", "27.6650", "34.2540", "36.6220",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.2480", "27.8630", "34.3360", "36.0490",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.1060", "27.5860", "33.3000", "36.2200",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.6170", "27.7940", "33.5300", "36.2930",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4060", "27.5300", "33.7730", "36.1030",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.2920", "27.5150", "33.5570", "36.2200",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.9330", "27.4620", "33.4700", "36.0010",  "F:M - R:M",     
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.2270", "27.4850", "33.4620", "36.2800",  "F:M - R:M",     
"22 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.8120", "27.3780", "33.6010", "35.8330",  "F:M - R:M",     
"23 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.7920", "27.7400", "33.5890", "36.4630",  "F:M - R:M",     
"24 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.7550", "27.5450", "33.8540", "36.3560",  "F:M - R:M",     
"25 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.5050", "27.8000", "34.0390", "36.6660",  "F:M - R:M",     
Average,,,"01:39.1510", "28.5977", "34.0893", "36.4640"
Best possible,,, "01:36.5110", "27.3780", "33.3000", "35.8330"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Rafa Alvarez"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:44.1840", "32.0220", "34.8610", "37.3010",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.1670", "27.8460", "33.7720", "36.5490",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4890", "27.6540", "33.7040", "36.1310",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.4920", "27.7250", "33.6610", "37.1060",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.7150", "28.5060", "33.9830", "36.2260",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.9010", "27.8630", "33.7320", "36.3060",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.7520", "27.6140", "33.8450", "36.2930",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4150", "27.7830", "33.4620", "36.1700",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.7870", "28.0110", "33.4350", "37.3410",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:44.8320", "27.6560", "33.7600", "43.4160",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:55.5510", "45.4850", "33.5700", "36.4960",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.3070", "27.9040", "33.8630", "36.5400",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.6850", "28.8620", "33.6700", "36.1530",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.3410", "28.1790", "34.6940", "36.4680",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.7600", "27.7490", "34.2050", "36.8060",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.0050", "28.0530", "33.7090", "36.2430",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.0290", "28.0270", "33.7050", "36.2970",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.3220", "27.5410", "33.4210", "36.3600",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.2210", "27.6500", "33.6110", "35.9600",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.2000", "27.8270", "33.5170", "35.8560",  "F:M - R:M",     
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.3080", "27.6920", "33.5840", "36.0320",  "F:M - R:M",     
"22 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4690", "27.7380", "33.5160", "36.2150",  "F:M - R:M",     
"23 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.9420", "27.4430", "33.4000", "36.0990",  "F:M - R:M",     
"24 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.9870", "27.8230", "33.7320", "36.4320",  "F:M - R:M",     
"25 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.6470", "27.6260", "33.6240", "36.3970",  "F:M - R:M",     
Average,,,"01:39.1803", "28.7312", "33.7614", "36.6877"
Best possible,,, "01:36.6990", "27.4430", "33.4000", "35.8560"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Jucarcaz"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.9680", "31.0120", "35.7970", "58.1590",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.5990", "28.3140", "34.0780", "36.2070",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.7800", "28.2700", "34.7810", "36.7290",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.3780", "28.2190", "33.8630", "36.2960",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.1830", "27.8480", "34.3850", "35.9500",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.7790", "28.1590", "33.8000", "35.8200",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.0680", "27.9710", "33.8940", "36.2030",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.8260", "27.5410", "34.2860", "35.9990",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.1740", "27.8440", "33.8990", "36.4310",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.3360", "28.3210", "33.9970", "36.0180",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.1880", "28.1730", "33.8620", "36.1530",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.7170", "28.0590", "34.4240", "36.2340",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.8360", "28.4970", "34.1410", "36.1980",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:40.1130", "27.8240", "35.1500", "37.1390",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.1350", "28.3130", "34.6230", "36.1990",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.7030", "28.3950", "33.7940", "36.5140",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.1260", "27.7960", "33.8450", "36.4850",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.7880", "27.9790", "33.7410", "36.0680",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.9920", "27.9360", "33.6370", "36.4190",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.9740", "27.8680", "33.8670", "36.2390",  "F:M - R:M",     
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4780", "27.6110", "33.7590", "36.1080",  "F:M - R:M",     
"22 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.1300", "28.1860", "33.8800", "36.0640",  "F:M - R:M",     
"23 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4430", "27.8720", "33.7010", "35.8700",  "F:M - R:M",     
"24 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.3290", "27.9080", "33.8270", "36.5940",  "F:M - R:M",     
"25 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.5150", "27.8600", "34.3670", "36.2880",  "F:M - R:M",     
Average,,,"01:39.4223", "28.1510", "34.1359", "37.1354"
Best possible,,, "01:36.9980", "27.5410", "33.6370", "35.8200"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Gino Ivan Muchiut"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:46.0020", "34.2080", "34.4800", "37.3140",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.0580", "28.3000", "34.4250", "36.3330",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.4560", "27.7250", "34.0290", "36.7020",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.6970", "28.0870", "33.9710", "36.6390",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.7740", "27.9630", "34.1550", "36.6560",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.3550", "27.7180", "34.1140", "36.5230",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.5590", "27.8550", "33.6240", "36.0800",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.0840", "27.6590", "34.0830", "36.3420",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.9000", "27.7670", "33.7420", "36.3910",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.3490", "27.6090", "34.0190", "36.7210",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.6480", "27.9440", "33.8770", "36.8270",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4450", "27.6870", "33.5870", "36.1710",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.5080", "27.5870", "34.1240", "36.7970",  "F:M - R:M",     
